Type,Part Number,Brand,Model,Rank,Benchmark,Samples,URL
GPU,,ATI,Mobility Radeon HD 5470,495,1.53,9367,https://gpu.userbenchmark.com/SpeedTest/7794/ATI-Mobility-Radeon-HD-5470
GPU,,Nvidia,GeForce 315M,496,1.52,1435,https://gpu.userbenchmark.com/SpeedTest/10068/NVIDIA-GeForce-315M
GPU,,ATI,Mobility Radeon HD 6370,497,1.51,266,https://gpu.userbenchmark.com/SpeedTest/11239/ATI-Mobility-Radeon-HD-6370
GPU,,Nvidia,GeForce 9400 GT,498,1.51,5812,https://gpu.userbenchmark.com/SpeedTest/7963/NVIDIA-GeForce-9400-GT
GPU,,ATI,Mobility Radeon HD 4570,499,1.49,307,https://gpu.userbenchmark.com/SpeedTest/7827/ATI-Mobility-Radeon-HD-4570
GPU,,AMD,Radeon HD 6300M,500,1.47,1574,https://gpu.userbenchmark.com/SpeedTest/9894/AMD-Radeon-HD-6300M
GPU,,Nvidia,Quadro FX 380,501,1.47,622,https://gpu.userbenchmark.com/SpeedTest/8914/NVIDIA-Quadro-FX-380
GPU,,Nvidia,NVS 3100M,502,1.46,5615,https://gpu.userbenchmark.com/SpeedTest/7837/NVIDIA-NVS-3100M
GPU,,AMD,Radeon HD 7350,503,1.46,669,https://gpu.userbenchmark.com/SpeedTest/12157/AMD-Radeon-HD-7350
GPU,,ATI,Radeon HD 4550,504,1.46,1777,https://gpu.userbenchmark.com/SpeedTest/8944/ATI-Radeon-HD-4550
GPU,,AMD,Radeon HD 6350,505,1.46,1615,https://gpu.userbenchmark.com/SpeedTest/10261/AMD-Radeon-HD-6350
GPU,,AMD,HD 8210,506,1.44,2513,https://gpu.userbenchmark.com/SpeedTest/7831/AMD-Radeon-HD-8210
GPU,,Nvidia,GeForce 310,507,1.41,1666,https://gpu.userbenchmark.com/SpeedTest/9197/NVIDIA-GeForce-310
GPU,,ATI,Mobility Radeon HD 4500,508,1.41,5347,https://gpu.userbenchmark.com/SpeedTest/7949/ATI-Mobility-Radeon-HD-45005100
GPU,,Nvidia,GeForce G210M,509,1.41,776,https://gpu.userbenchmark.com/SpeedTest/8875/NVIDIA-GeForce-G210M
GPU,,ATI,Radeon HD 5400,510,1.35,5032,https://gpu.userbenchmark.com/SpeedTest/8063/ATI-Radeon-HD-5400
GPU,,Nvidia,NVS 300,511,1.32,1339,https://gpu.userbenchmark.com/SpeedTest/8966/NVIDIA-NVS-300
GPU,,AMD,Radeon HD 5450,512,1.32,30910,https://gpu.userbenchmark.com/SpeedTest/7719/AMD-Radeon-HD-5450
GPU,,ATI,Radeon HD 4300,513,1.3,7882,https://gpu.userbenchmark.com/SpeedTest/7860/ATI-Radeon-HD-43004500
GPU,,AMD,FirePro 2270,514,1.28,263,https://gpu.userbenchmark.com/SpeedTest/7813/AMD-FirePro-2270
GPU,,Intel,HD 2000 (Desktop 1.1 GHz),515,1.26,65739,https://gpu.userbenchmark.com/SpeedTest/7697/IntelR-HD-Graphics
GPU,,Nvidia,GeForce 305M,516,1.25,18,https://gpu.userbenchmark.com/SpeedTest/10705/NVIDIA-GeForce-305M
GPU,,Nvidia,GeForce G210,517,1.25,1805,https://gpu.userbenchmark.com/SpeedTest/11784/NVIDIA-GeForce-G210
GPU,,Nvidia,GeForce 210,518,1.19,38094,https://gpu.userbenchmark.com/SpeedTest/7740/NVIDIA-GeForce-210
GPU,,Nvidia,GeForce 8500 GT,519,1.19,3458,https://gpu.userbenchmark.com/SpeedTest/7777/NVIDIA-GeForce-8500-GT
GPU,,ATI,Mobility Radeon HD 4350,520,1.18,642,https://gpu.userbenchmark.com/SpeedTest/9335/ATI-Mobility-Radeon-HD-43004500
GPU,,Nvidia,GeForce 8600M GS,521,1.17,629,https://gpu.userbenchmark.com/SpeedTest/8192/NVIDIA-GeForce-8600M-GS
GPU,,AMD,Radeon HD 7340,522,1.16,2337,https://gpu.userbenchmark.com/SpeedTest/8996/AMD-Radeon-HD-7340-Graphics
GPU,,AMD,Radeon HD 6320,523,1.15,3890,https://gpu.userbenchmark.com/SpeedTest/8103/AMD-Radeon-HD-6320-Graphics
GPU,,ATI,Mobility Radeon HD 530v,524,1.15,156,https://gpu.userbenchmark.com/SpeedTest/10176/ATI-Mobility-Radeon-HD-530v
GPU,,Intel,HD Graphics (G2 Pentium/Celeron 1.1/1.15 GHz),525,1.13,20725,https://gpu.userbenchmark.com/SpeedTest/7699/IntelR-HD-Graphics
GPU,,Intel,HD Graphics (Clarkdale 0.733/0.9 GHz),526,1.07,12300,https://gpu.userbenchmark.com/SpeedTest/7702/IntelR-HD-Graphics
GPU,,ATI,Mobility Radeon HD 4300,527,1.07,1744,https://gpu.userbenchmark.com/SpeedTest/8572/ATI-Mobility-Radeon-HD-4300
GPU,,Nvidia,Quadro FX 570,528,1.06,887,https://gpu.userbenchmark.com/SpeedTest/8189/NVIDIA-Quadro-FX-570
GPU,,Nvidia,GeForce 8400M GT,529,1.06,222,https://gpu.userbenchmark.com/SpeedTest/10523/NVIDIA-GeForce-8400M-GT
GPU,,Intel,HD Graphics (Bay Trail 0.667 - 0.854 GHz),530,1.05,44716,https://gpu.userbenchmark.com/SpeedTest/7698/IntelR-HD-Graphics
GPU,,Nvidia,GeForce G105M,531,1.02,1579,https://gpu.userbenchmark.com/SpeedTest/8400/NVIDIA-GeForce-G105M
GPU,,Nvidia,GeForce 9400M,532,0.98,357,https://gpu.userbenchmark.com/SpeedTest/7998/NVIDIA-GeForce-9400M
GPU,,AMD,Radeon HD 7310,533,0.97,3418,https://gpu.userbenchmark.com/SpeedTest/9174/AMD-Radeon-HD-7310-Graphics
GPU,,AMD,Radeon HD 6310,534,0.97,5804,https://gpu.userbenchmark.com/SpeedTest/7807/AMD-Radeon-HD-6310-Graphics
GPU,,Nvidia,GeForce 7900 GTX,535,0.95,153,https://gpu.userbenchmark.com/SpeedTest/10625/NVIDIA-GeForce-7900-GTX
GPU,,Nvidia,ION,536,0.87,968,https://gpu.userbenchmark.com/SpeedTest/7884/NVIDIA-ION
GPU,,Intel,HD Graphics (Arrandale 0.667/0.766 GHz),537,0.87,59794,https://gpu.userbenchmark.com/SpeedTest/7694/IntelR-HD-Graphics
GPU,,ATI,Radeon HD 4290,538,0.84,677,https://gpu.userbenchmark.com/SpeedTest/7847/ATI-Radeon-HD-4290
GPU,,Nvidia,Quadro NVS 140M,539,0.81,613,https://gpu.userbenchmark.com/SpeedTest/7946/NVIDIA-Quadro-NVS-140M
GPU,,ATI,Radeon HD 3300,540,0.81,560,https://gpu.userbenchmark.com/SpeedTest/7899/ATI-Radeon-HD-3300-Graphics
GPU,,Nvidia,Quadro NVS 295,541,0.8,1138,https://gpu.userbenchmark.com/SpeedTest/12626/NVIDIA-Quadro-NVS-295
GPU,,Intel,Graphics Media Accelerator 3150,542,0.79,5,https://gpu.userbenchmark.com/SpeedTest/7678/IntelR-Graphics-Media-Accelerator-3150
GPU,,AMD,Radeon HD 6290,543,0.78,1260,https://gpu.userbenchmark.com/SpeedTest/7803/AMD-Radeon-HD-6290-Graphics
GPU,,Nvidia,GeForce 8400 GS,544,0.78,12113,https://gpu.userbenchmark.com/SpeedTest/7917/NVIDIA-GeForce-8400-GS
GPU,,Nvidia,GeForce 9300M GS,545,0.77,1792,https://gpu.userbenchmark.com/SpeedTest/7759/NVIDIA-GeForce-9300M-GS
GPU,,Nvidia,Quadro NVS 160M,546,0.76,1120,https://gpu.userbenchmark.com/SpeedTest/8249/NVIDIA-Quadro-NVS-160M
GPU,,Nvidia,GeForce 8400M GS,547,0.76,1582,https://gpu.userbenchmark.com/SpeedTest/8560/NVIDIA-GeForce-8400M-GS
GPU,,Nvidia,Quadro NVS 290,548,0.75,1208,https://gpu.userbenchmark.com/SpeedTest/8083/NVIDIA-Quadro-NVS-290
GPU,,ATI,Mobility Radeon HD 3400,549,0.75,4048,https://gpu.userbenchmark.com/SpeedTest/8480/ATI-Mobility-Radeon-HD-3400
GPU,,Nvidia,Quadro NVS 450,550,0.74,362,https://gpu.userbenchmark.com/SpeedTest/7791/NVIDIA-Quadro-NVS-450
GPU,,ATI,Radeon HD 4250,551,0.72,3465,https://gpu.userbenchmark.com/SpeedTest/7965/ATI-Radeon-HD-4250
GPU,,AMD,Radeon HD 6250M,552,0.72,29,https://gpu.userbenchmark.com/SpeedTest/13446/AMD-Radeon-HD-6250M
GPU,,Nvidia,GeForce 9200M GS,553,0.71,659,https://gpu.userbenchmark.com/SpeedTest/9090/NVIDIA-GeForce-9200M-GS
GPU,,AMD,Radeon HD 6250,554,0.7,893,https://gpu.userbenchmark.com/SpeedTest/8472/AMD-Radeon-HD-6250-Graphics
GPU,,ATI,Radeon HD 3450,555,0.7,2604,https://gpu.userbenchmark.com/SpeedTest/7779/ATI-Radeon-HD-3450---Dell-Optiplex
GPU,,ATI,Radeon HD 4200,556,0.7,7049,https://gpu.userbenchmark.com/SpeedTest/8091/ATI-Radeon-HD-4200
GPU,,Nvidia,GeForce 7800 GTX,557,0.69,152,https://gpu.userbenchmark.com/SpeedTest/12348/NVIDIA-GeForce-7800-GTX
GPU,,Nvidia,GeForce 7900 GS,558,0.66,421,https://gpu.userbenchmark.com/SpeedTest/8541/NVIDIA-GeForce-7900-GS
GPU,,Nvidia,Quadro FX 4500,559,0.65,217,https://gpu.userbenchmark.com/SpeedTest/8032/NVIDIA-Quadro-FX-4500
GPU,,ATI,FirePro 2260,560,0.64,171,https://gpu.userbenchmark.com/SpeedTest/9852/ATI-FirePro-2260
GPU,,Nvidia,GeForce 9300 GS,561,0.64,218,https://gpu.userbenchmark.com/SpeedTest/10867/NVIDIA-GeForce-9300-GS
GPU,,Intel,4 Series Internal Chipset,562,0.62,997,https://gpu.userbenchmark.com/SpeedTest/9993/IntelR-4-Series-Internal-Chipset
GPU,,Nvidia,Quadro FX 3500,563,0.62,418,https://gpu.userbenchmark.com/SpeedTest/10152/NVIDIA-Quadro-FX-3500
GPU,,Intel,G45/G43 Express Chipset,564,0.61,4736,https://gpu.userbenchmark.com/SpeedTest/7728/IntelR-G45G43-Express-Chipset
GPU,,ATI,Radeon HD 2400-PRO,565,0.61,1582,https://gpu.userbenchmark.com/SpeedTest/8931/ATI-Radeon-HD-2400-PRO
GPU,,Nvidia,GeForce 7800 GT,566,0.61,161,https://gpu.userbenchmark.com/SpeedTest/8420/NVIDIA-GeForce-7800-GT
GPU,,Intel,Q45/Q43 Express Chipset,567,0.6,15785,https://gpu.userbenchmark.com/SpeedTest/8195/IntelR-Q45Q43-Express-Chipset
GPU,,Intel,G41 Express Chipset,568,0.59,21206,https://gpu.userbenchmark.com/SpeedTest/7732/IntelR-G41-Express-Chipset
GPU,,ATI,Mobility Radeon HD 2400,569,0.57,349,https://gpu.userbenchmark.com/SpeedTest/8548/ATI-Mobility-Radeon-HD-2400
GPU,,ATI,Mobility Radeon HD 4250,570,0.57,7181,https://gpu.userbenchmark.com/SpeedTest/8680/ATI-Mobility-Radeon-HD-4250
GPU,,Nvidia,GeForce 8200,571,0.54,682,https://gpu.userbenchmark.com/SpeedTest/11915/NVIDIA-GeForce-8200
GPU,,ATI,Radeon 3000 Graphics,572,0.54,11305,https://gpu.userbenchmark.com/SpeedTest/7853/ATI-Radeon-3000-Graphics
GPU,,ATI,Radeon HD 3200,573,0.53,3997,https://gpu.userbenchmark.com/SpeedTest/8532/ATI-Radeon-HD-3200-Graphics
GPU,,Nvidia,GeForce Go 7900,574,0.49,82,https://gpu.userbenchmark.com/SpeedTest/9175/NVIDIA-GeForce-Go-7900-GS
GPU,,Nvidia,GeForce 8400M G,575,0.48,192,https://gpu.userbenchmark.com/SpeedTest/9009/NVIDIA-GeForce-8400M-G
GPU,,Nvidia,GeForce 7600 GT,576,0.48,847,https://gpu.userbenchmark.com/SpeedTest/8028/NVIDIA-GeForce-7600-GT
GPU,,Intel,Mobile Series 4 Express Chipset Family,577,0.47,29503,https://gpu.userbenchmark.com/SpeedTest/7651/Mobile-IntelR-4-Series-Express-Chipset-Family
GPU,,Nvidia,Quadro NVS 135M,578,0.46,381,https://gpu.userbenchmark.com/SpeedTest/7758/NVIDIA-Quadro-NVS-135M
GPU,,Nvidia,GeForce 7800 GS,579,0.45,29,https://gpu.userbenchmark.com/SpeedTest/11875/NVIDIA-GeForce-7800-GS
GPU,,ATI,Radeon 3100 Graphics,580,0.45,668,https://gpu.userbenchmark.com/SpeedTest/9910/ATI-Radeon-3100-Graphics
GPU,,Nvidia,GeForce 6800,581,0.42,177,https://gpu.userbenchmark.com/SpeedTest/9825/NVIDIA-GeForce-6800
GPU,,Nvidia,GeForce 8200M G,582,0.42,874,https://gpu.userbenchmark.com/SpeedTest/7912/NVIDIA-GeForce-8200M-G
GPU,,Nvidia,Quadro FX 1500,583,0.37,325,https://gpu.userbenchmark.com/SpeedTest/11831/NVIDIA-Quadro-FX-1500
GPU,,AMD,Radeon X1650,584,0.37,493,https://gpu.userbenchmark.com/SpeedTest/10866/Radeon-X1650
GPU,,Nvidia,GeForce 7600 GS,585,0.33,857,https://gpu.userbenchmark.com/SpeedTest/11979/NVIDIA-GeForce-7600-GS
GPU,,AMD,Radeon X1600,586,0.3,719,https://gpu.userbenchmark.com/SpeedTest/9407/Radeon-X1600-Series
GPU,,ATI,Mobility Radeon X1600,587,0.25,280,https://gpu.userbenchmark.com/SpeedTest/8748/ATI-Mobility-Radeon-X1600
GPU,,ATI,MOBILITY FireGL V5250,588,0.25,28,https://gpu.userbenchmark.com/SpeedTest/8385/ATI-MOBILITY-FireGL-V5250
GPU,,Nvidia,GeForce 6800 GS,589,0.24,103,https://gpu.userbenchmark.com/SpeedTest/10950/NVIDIA-GeForce-6800-GS
GPU,,Nvidia,Quadro FX 3450/4000 SDI,590,0.23,324,https://gpu.userbenchmark.com/SpeedTest/13072/NVIDIA-Quadro-FX-34504000-SDI
GPU,,Nvidia,GeForce Go 7600,591,0.22,257,https://gpu.userbenchmark.com/SpeedTest/7872/NVIDIA-GeForce-Go-7600
GPU,,Nvidia,GeForce 7300 GT,592,0.22,966,https://gpu.userbenchmark.com/SpeedTest/8156/NVIDIA-GeForce-7300-GT
GPU,,Nvidia,GeForce 6600 GT,593,0.2,380,https://gpu.userbenchmark.com/SpeedTest/8656/NVIDIA-GeForce-6600-GT
GPU,,AMD,Radeon X1300,594,0.16,1130,https://gpu.userbenchmark.com/SpeedTest/9011/Radeon-X1300X1550-Series
GPU,,AMD,Radeon X1550,595,0.16,437,https://gpu.userbenchmark.com/SpeedTest/11538/Radeon-X1550-64-bit
GPU,,Nvidia,GeForce 6600,596,0.15,698,https://gpu.userbenchmark.com/SpeedTest/8606/NVIDIA-GeForce-6600
GPU,,ATI,Mobility Radeon X2300,597,0.14,264,https://gpu.userbenchmark.com/SpeedTest/8306/ATI-Mobility-Radeon-X2300
GPU,,Nvidia,GeForce 7300 GS,598,0.13,641,https://gpu.userbenchmark.com/SpeedTest/7782/NVIDIA-GeForce-7300-GS
GPU,,ATI,Mobility Radeon X1400,599,0.12,303,https://gpu.userbenchmark.com/SpeedTest/7829/ATI-Mobility-Radeon-X1400
GPU,,ATI,Mobility Radeon X1300,600,0.12,267,https://gpu.userbenchmark.com/SpeedTest/11505/ATI-Mobility-Radeon-X1300
GPU,,Nvidia,GeForce Go 7400,601,0.12,264,https://gpu.userbenchmark.com/SpeedTest/8618/NVIDIA-GeForce-Go-7400
GPU,,Nvidia,GeForce 7300 LE,602,0.11,1004,https://gpu.userbenchmark.com/SpeedTest/7971/NVIDIA-GeForce-7300-LE
GPU,,Nvidia,GeForce Go 7300,603,0.09,392,https://gpu.userbenchmark.com/SpeedTest/7778/NVIDIA-GeForce-Go-7300
GPU,,Nvidia,Quadro NVS 440,604,0.09,82,https://gpu.userbenchmark.com/SpeedTest/10103/NVIDIA-Quadro-NVS-440
GPU,,Nvidia,GeForce 7300 SE,605,0.07,1499,https://gpu.userbenchmark.com/SpeedTest/8767/NVIDIA-GeForce-7300-SE7200-GS
GPU,,Nvidia,GeForce 7100 GS,606,0.07,455,https://gpu.userbenchmark.com/SpeedTest/11594/NVIDIA-GeForce-7100-GS
GPU,,Nvidia,GeForce 6150,607,0.06,792,https://gpu.userbenchmark.com/SpeedTest/10968/NVIDIA-GeForce-6150
GPU,,Nvidia,GeForce 7100 / nForce 630i,608,0.06,837,https://gpu.userbenchmark.com/SpeedTest/8642/NVIDIA-GeForce-7100--NVIDIA-nForce-630i
GPU,,Nvidia,GeForce 6100,609,0.05,629,https://gpu.userbenchmark.com/SpeedTest/9213/NVIDIA-GeForce-6100
GPU,,Nvidia,GeForce 6200,610,0.05,1132,https://gpu.userbenchmark.com/SpeedTest/9463/NVIDIA-GeForce-6200
GPU,,Nvidia,GeForce 7025 / nForce 630a,611,0.05,4321,https://gpu.userbenchmark.com/SpeedTest/9258/NVIDIA-GeForce-7025--NVIDIA-nForce-630a
GPU,,Nvidia,GeForce 7150M / nForce 630M,612,0.05,241,https://gpu.userbenchmark.com/SpeedTest/10312/NVIDIA-GeForce-7150M--nForce-630M
GPU,,Nvidia,GeForce 6150SE nForce 430,613,0.05,5035,https://gpu.userbenchmark.com/SpeedTest/7763/NVIDIA-GeForce-6150SE-nForce-430
